X,Y,Z
-1.29,-0.55,9.87
-1.25,-0.54,9.76
-1.25,-0.47,9.83
-1.26,-0.5,10.01
-1.28,-0.48,9.77
-1.38,-0.54,9.83
-1.37,-0.51,10.0
-1.35,-0.54,9.91
-1.3,-0.54,9.84
-1.25,-0.52,9.93
-1.24,-0.49,9.9
-1.23,-0.51,9.95
-1.26,-0.53,10.03
-1.24,-0.55,9.9
-1.38,-0.59,9.89
-1.36,-0.54,9.88
-1.34,-0.56,9.85
-1.31,-0.49,9.89
-1.34,-0.5,9.9
-1.27,-0.49,9.96
-1.27,-0.51,9.84
-1.33,-0.48,9.86
-1.37,-0.54,9.9
-1.33,-0.51,9.89
-1.3,-0.5,9.9
-1.27,-0.49,9.9
-1.27,-0.47,9.9
-1.25,-0.49,9.91
-1.32,-0.5,9.88
-1.32,-0.56,9.91
-1.33,-0.52,9.87
-1.29,-0.53,9.86
-1.33,-0.53,9.89
-1.36,-0.53,9.92
-1.4,-0.54,9.9
-1.33,-0.56,9.91
-1.33,-0.55,9.91
-1.3,-0.56,9.9
-1.25,-0.54,9.94
-1.26,-0.52,9.9
-1.33,-0.48,9.84
-1.35,-0.51,9.88
-1.39,-0.57,9.9
-1.42,-0.56,9.88
-1.32,-0.52,9.9
-1.28,-0.49,9.88
-1.25,-0.51,9.89
-1.29,-0.47,9.86
-1.32,-0.56,9.94
-1.32,-0.56,9.89
-1.34,-0.54,9.85
-1.36,-0.52,9.9
-1.27,-0.47,9.88
-1.33,-0.46,9.88
-1.35,-0.54,9.94
-1.34,-0.57,10.0
-1.27,-0.56,9.87
-1.24,-0.52,9.85
-1.35,-0.5,9.96
-1.32,-0.47,9.96
-1.26,-0.45,9.72
-1.29,-0.57,10.05
-1.21,-0.51,10.01
-1.24,-0.48,9.67
-1.37,-0.53,9.82
-1.45,-0.53,9.9
-1.41,-0.57,9.94
-1.36,-0.56,9.89
-1.34,-0.54,9.93
-1.25,-0.51,9.9
-1.14,-0.46,9.92
-1.08,-0.47,9.88
-1.21,-0.47,9.9
-1.3,-0.51,9.9
-1.45,-0.62,9.9
-1.36,-0.55,9.93
-1.28,-0.52,9.9
-1.23,-0.46,9.83
-1.3,-0.45,9.86
-1.41,-0.48,9.93
-1.47,-0.51,9.93
-1.43,-0.57,9.92
-1.41,-0.58,9.91
-1.25,-0.51,9.9
-1.16,-0.43,9.91
-1.1,-0.42,9.74
-1.22,-0.46,9.99
-1.31,-0.52,9.8
-1.39,-0.53,9.77
-1.43,-0.51,9.98
-1.41,-0.49,9.97
-1.33,-0.48,9.87
-1.25,-0.53,9.91
-1.31,-0.5,9.98
-1.29,-0.54,9.89
-1.33,-0.55,9.94
-1.29,-0.54,9.9
-1.35,-0.45,9.87
-1.33,-0.49,9.9
-1.39,-0.48,9.9
-1.35,-0.58,9.88
-1.36,-0.57,9.9
-1.34,-0.51,9.93
-1.26,-0.48,9.93
-1.23,-0.43,9.85
-1.2,-0.42,9.89
-1.22,-0.43,9.9
-1.33,-0.51,9.93
-1.37,-0.55,9.88
-1.39,-0.55,9.91
-1.34,-0.51,9.83
-1.27,-0.49,9.91
-1.25,-0.47,9.96
-1.25,-0.5,9.93
-1.28,-0.51,9.9
-1.28,-0.5,9.87
-1.26,-0.55,9.85
-1.31,-0.52,9.87
-1.3,-0.49,9.87
-1.37,-0.53,9.93
-1.33,-0.51,9.91
-1.3,-0.51,9.9
-1.31,-0.52,9.9
-1.3,-0.52,9.91
-1.29,-0.55,9.83
-1.28,-0.49,9.88
-1.28,-0.43,9.89
-1.31,-0.45,9.86
-1.34,-0.45,9.91
-1.36,-0.53,9.9
-1.32,-0.57,9.86
-1.32,-0.54,9.91
-1.21,-0.53,9.84
-1.23,-0.46,9.84
-1.33,-0.45,9.97
-1.41,-0.48,9.91
-1.41,-0.45,9.67
-1.45,-0.58,10.06
-1.31,-0.54,10.04
-1.18,-0.44,9.72
-1.29,-0.51,9.88
-1.35,-0.54,9.9
-1.41,-0.52,9.95
-1.39,-0.55,9.96
-1.31,-0.49,9.85
-1.25,-0.47,9.92
-1.18,-0.5,9.93
-1.17,-0.49,9.9
-1.26,-0.55,9.87
-1.34,-0.51,9.9
-1.36,-0.51,9.89
-1.35,-0.54,9.88
-1.33,-0.53,9.88
-1.37,-0.55,9.89
-1.37,-0.48,9.87
-1.33,-0.44,9.85
-1.35,-0.43,9.91
-1.38,-0.44,9.92
-1.33,-0.46,9.91
-1.36,-0.54,9.93
-1.31,-0.54,9.96
-1.25,-0.51,9.85
-1.19,-0.45,9.86
-1.27,-0.47,9.94
-1.3,-0.52,9.74
-1.36,-0.47,9.78
-1.46,-0.48,10.03
-1.34,-0.54,9.88
-1.27,-0.52,9.9
-1.26,-0.49,9.9
-1.19,-0.46,9.92
-1.27,-0.52,9.94
-1.36,-0.55,9.9
-1.45,-0.53,9.9
-1.38,-0.58,9.89
-1.36,-0.56,9.93
-1.3,-0.53,9.87
-1.29,-0.52,9.82
-1.38,-0.49,9.87
-1.36,-0.48,9.9
-1.37,-0.49,9.79
-1.32,-0.54,9.86
-1.23,-0.47,9.87
-1.28,-0.52,9.89
-1.32,-0.54,9.84
-1.39,-0.52,9.89
-1.33,-0.45,9.89
-1.34,-0.48,9.9
-1.32,-0.44,9.91
-1.28,-0.53,9.93
-1.25,-0.49,9.92
-1.31,-0.49,9.87
-1.28,-0.51,9.86
-1.35,-0.5,9.84
-1.36,-0.5,9.77
-1.29,-0.53,9.91
-1.38,-0.54,9.92
-1.34,-0.53,9.92
-1.31,-0.55,9.9
-1.28,-0.45,9.81
-1.32,-0.51,9.94
-1.37,-0.49,9.96
-1.39,-0.55,9.7
-1.39,-0.53,10.02
-1.26,-0.52,10.11
-1.22,-0.43,9.73
-1.25,-0.46,9.8
-1.32,-0.49,9.98
-1.41,-0.56,9.87
-1.36,-0.55,9.91
-1.36,-0.55,9.92
-1.37,-0.48,9.92
-1.25,-0.48,9.9
-1.21,-0.48,9.84
-1.22,-0.45,9.91
-1.25,-0.47,9.91
-1.36,-0.57,9.9
-1.39,-0.57,9.85
-1.37,-0.56,9.9
-1.34,-0.51,9.9
-1.33,-0.49,9.94
-1.3,-0.45,9.92
-1.33,-0.47,9.92
-1.41,-0.48,9.9
-1.35,-0.52,9.87
-1.38,-0.54,9.98
-1.35,-0.48,9.9
-1.23,-0.53,9.86
-1.19,-0.46,9.83
-1.23,-0.5,9.99
-1.31,-0.53,9.82
-1.42,-0.56,9.77
-1.46,-0.53,9.99
-1.41,-0.46,9.95
-1.28,-0.49,9.87
-1.26,-0.53,9.93
-1.2,-0.5,9.99
-1.23,-0.53,9.91
-1.3,-0.53,9.9
-1.34,-0.54,9.87
-1.41,-0.5,9.88
-1.42,-0.51,9.89
-1.42,-0.53,9.9
-1.31,-0.48,9.82
-1.28,-0.52,9.9
-1.27,-0.5,9.9
-1.28,-0.5,9.9
-1.35,-0.53,9.81
-1.36,-0.53,9.84
-1.35,-0.55,9.91
-1.32,-0.48,9.88
-1.26,-0.47,9.91
-1.25,-0.48,9.89
-1.33,-0.56,9.9
-1.28,-0.53,9.96
-1.36,-0.54,9.91
-1.31,-0.55,9.9
-1.31,-0.51,9.9
-1.29,-0.45,9.83
-1.34,-0.48,9.86
-1.36,-0.55,9.9
-1.35,-0.56,9.91
-1.39,-0.55,9.9
-1.34,-0.54,9.9
-1.34,-0.53,9.82
-1.29,-0.46,9.91
-1.28,-0.45,9.93
-1.29,-0.53,9.88
-1.28,-0.54,9.9
-1.28,-0.52,9.87
-1.37,-0.58,9.9
-1.37,-0.53,9.9
-1.35,-0.54,9.74
-1.3,-0.48,9.84
-1.3,-0.48,9.87
-1.32,-0.51,9.84
-1.35,-0.52,9.93
-1.29,-0.52,9.9
-1.29,-0.53,9.9
-1.26,-0.48,9.85
-1.33,-0.5,9.9
-1.36,-0.52,9.87
-1.43,-0.55,9.88
-1.42,-0.54,9.88
-1.32,-0.53,9.92
-1.28,-0.52,9.94
-1.26,-0.5,9.82
-1.25,-0.54,9.88
-1.36,-0.5,9.93
-1.37,-0.55,9.98
-1.39,-0.45,9.71
-1.34,-0.59,10.07
-1.21,-0.48,9.99
-1.29,-0.41,9.72
-1.36,-0.46,9.79
-1.43,-0.52,9.9
-1.43,-0.58,10.03
-1.31,-0.57,9.92
-1.25,-0.53,9.83
-1.2,-0.49,9.9
-1.14,-0.44,9.9
-1.24,-0.47,9.86
-1.3,-0.49,9.93
-1.38,-0.51,9.81
-1.4,-0.53,9.89
-1.28,-0.55,9.9
-1.33,-0.58,9.88
-1.33,-0.53,9.9
-1.33,-0.45,9.87
-1.35,-0.38,9.85
-1.33,-0.46,9.87
-1.35,-0.5,9.89
-1.37,-0.5,9.9
-1.42,-0.53,9.93
-1.29,-0.54,9.96
-1.23,-0.51,9.77
-1.21,-0.43,9.97
-1.19,-0.49,9.86
-1.21,-0.51,9.73
-1.34,-0.55,9.9
-1.37,-0.49,9.97
-1.36,-0.5,9.88
-1.31,-0.54,9.9
-1.29,-0.49,9.89
-1.26,-0.52,9.93
-1.25,-0.54,9.94
-1.23,-0.53,9.93
-1.32,-0.55,9.87
-1.38,-0.51,9.86
-1.42,-0.51,9.94
-1.42,-0.49,9.85
-1.35,-0.53,9.81
-1.33,-0.56,9.89
-1.31,-0.52,9.93
-1.24,-0.52,9.86
-1.33,-0.49,9.82
-1.34,-0.48,9.78
-1.29,-0.47,9.94
-1.3,-0.5,9.84
-1.38,-0.49,9.86
-1.3,-0.51,9.87
-1.31,-0.49,9.9
-1.26,-0.5,9.86
-1.24,-0.48,9.89
-1.28,-0.49,9.9
-1.37,-0.51,9.88
-1.4,-0.49,9.84
-1.41,-0.55,9.9
-1.35,-0.55,9.89
-1.37,-0.52,9.88
-1.31,-0.45,9.89
-1.3,-0.49,9.88
-1.27,-0.49,9.93
-1.27,-0.52,9.93
-1.32,-0.57,9.81
-1.21,-0.52,9.86
-1.24,-0.52,9.83
-1.33,-0.45,9.85
-1.36,-0.48,9.91
-1.35,-0.54,9.85
-1.35,-0.54,9.92
-1.36,-0.48,9.9
-1.31,-0.5,9.92
-1.24,-0.56,9.95
-1.29,-0.48,9.92
-1.29,-0.48,9.89
-1.29,-0.49,9.98
-1.35,-0.49,9.87
-1.39,-0.5,9.84
-1.37,-0.52,9.83
-1.33,-0.5,9.89
-1.27,-0.46,9.9
-1.25,-0.48,9.94
-1.23,-0.54,9.89
-1.28,-0.53,9.82
-1.36,-0.52,9.88
-1.38,-0.49,9.92
-1.4,-0.48,9.9
-1.4,-0.39,9.74
-1.34,-0.56,10.12
-1.23,-0.5,9.96
-1.22,-0.53,9.8
-1.29,-0.51,9.85
-1.35,-0.44,9.93
-1.41,-0.57,9.94
-1.34,-0.5,9.93
-1.34,-0.45,9.87
-1.29,-0.49,9.93
-1.25,-0.48,9.91
-1.23,-0.51,9.94
-1.22,-0.48,9.83
-1.16,-0.45,9.84
-1.29,-0.46,9.87
-1.26,-0.49,9.89
-1.34,-0.5,9.84
-1.45,-0.53,9.9
-1.44,-0.46,9.91
-1.37,-0.49,9.96
-1.28,-0.43,9.95
-1.25,-0.46,9.93
-1.25,-0.48,9.94
-1.26,-0.49,9.9
-1.26,-0.5,9.9
-1.29,-0.49,9.83
-1.21,-0.47,9.88
-1.23,-0.51,9.86
-1.21,-0.51,9.77
-1.26,-0.49,9.93
-1.37,-0.46,10.01
-1.26,-0.42,9.9
-1.25,-0.47,9.88
-1.25,-0.51,9.9
-1.25,-0.48,9.93
-1.25,-0.55,9.96
-1.27,-0.51,9.92
-1.31,-0.49,9.92
-1.25,-0.44,9.88
-1.26,-0.49,9.91
-1.28,-0.54,9.87
-1.33,-0.52,9.86
-1.31,-0.5,9.89
-1.28,-0.47,9.88
-1.26,-0.42,9.87
-1.28,-0.47,9.95
-1.31,-0.49,9.9
-1.29,-0.49,9.92
-1.25,-0.42,9.92
-1.18,-0.46,9.83
-1.22,-0.46,9.89
-1.29,-0.46,9.91
-1.21,-0.47,9.9
-1.26,-0.46,9.93
-1.2,-0.45,9.88
-1.17,-0.44,9.96
-1.22,-0.5,9.87
-1.27,-0.5,9.87
-1.27,-0.48,9.89
-1.29,-0.47,9.91
-1.26,-0.5,9.9
-1.27,-0.5,9.85
-1.25,-0.52,9.91
-1.23,-0.48,9.88
-1.2,-0.45,9.92
-1.24,-0.47,9.93
-1.27,-0.41,9.84
-1.24,-0.48,9.92
-1.24,-0.49,9.96
-1.22,-0.49,9.93
-1.25,-0.52,9.89
-1.23,-0.49,9.89
-1.18,-0.49,9.86
-1.24,-0.45,9.87
-1.25,-0.43,9.89
-1.25,-0.46,9.94
-1.27,-0.48,9.99
-1.21,-0.55,9.93
-1.19,-0.47,9.84
-1.2,-0.45,9.87
-1.24,-0.45,9.87
-1.29,-0.47,9.99
-1.33,-0.41,9.71
-1.35,-0.46,9.91
-1.25,-0.53,10.21
-1.2,-0.41,9.75
-1.26,-0.49,9.76
-1.31,-0.55,9.93
-1.33,-0.49,9.99
-1.25,-0.52,9.86
-1.22,-0.41,9.88
-1.13,-0.39,9.95
-1.17,-0.46,9.91
-1.18,-0.48,10.0
-1.19,-0.51,9.97
-1.18,-0.51,9.94
-1.14,-0.47,9.87
-1.22,-0.43,9.92
-1.21,-0.42,9.95
-1.19,-0.47,9.87
-1.35,-0.54,9.92
-1.35,-0.52,9.93
-1.3,-0.44,9.93
-1.24,-0.43,9.82
-1.28,-0.39,9.9
-1.24,-0.43,9.9
-1.28,-0.5,9.89
-1.2,-0.53,9.92
-1.14,-0.48,9.91
-1.08,-0.54,9.99
-1.16,-0.46,9.73
-1.23,-0.45,9.78
-1.29,-0.49,10.06
-1.27,-0.45,9.92
-1.21,-0.49,9.88
-1.18,-0.46,9.9
-1.17,-0.49,9.95
-1.16,-0.46,9.95
-1.22,-0.48,9.96
-1.34,-0.5,9.9
-1.39,-0.44,9.87
-1.37,-0.49,9.92
-1.31,-0.47,9.86
-1.27,-0.48,9.87
-1.21,-0.52,9.87
-1.18,-0.49,9.88
-1.24,-0.5,9.9
-1.25,-0.56,9.95
-1.25,-0.48,9.92
-1.28,-0.47,9.95
-1.3,-0.44,9.84
-1.25,-0.48,9.85
-1.22,-0.5,9.9
-1.27,-0.48,9.96
-1.26,-0.44,9.95
-1.27,-0.46,9.96
-1.26,-0.49,9.87
-1.3,-0.47,9.96
-1.29,-0.52,9.89
-1.26,-0.49,9.9
-1.25,-0.47,9.88
-1.24,-0.43,9.88
-1.22,-0.57,9.92
-1.24,-0.53,9.87
-1.2,-0.47,9.88
-1.2,-0.5,9.87
-1.24,-0.47,9.91
-1.26,-0.46,9.94
-1.27,-0.45,9.92
-1.25,-0.5,9.9
-1.25,-0.53,9.88
-1.25,-0.44,9.9
-1.26,-0.5,9.93
-1.26,-0.48,9.88
-1.32,-0.42,9.84
-1.26,-0.47,9.87
-1.34,-0.51,9.88
-1.32,-0.52,9.87
-1.26,-0.48,9.91
-1.22,-0.52,9.93
-1.23,-0.46,9.84
-1.24,-0.49,9.85
-1.25,-0.48,9.89
-1.29,-0.5,10.02
-1.28,-0.5,9.68
-1.29,-0.52,9.89
-1.22,-0.51,10.13
-1.23,-0.36,9.83
-1.25,-0.51,9.78
-1.36,-0.5,9.9
-1.33,-0.55,9.96
-1.31,-0.57,9.93
-1.2,-0.48,9.9
-1.12,-0.45,9.99
-1.14,-0.46,9.86
-1.13,-0.47,9.85
-1.18,-0.47,9.9
-1.3,-0.49,9.99
-1.3,-0.55,9.92
-1.33,-0.56,9.94
-1.27,-0.52,9.93
-1.27,-0.53,9.83
-1.26,-0.47,9.87
-1.3,-0.43,9.86
-1.33,-0.46,9.9
-1.28,-0.47,9.94
-1.3,-0.53,9.89
-1.26,-0.52,9.99
-1.22,-0.48,9.96
-1.15,-0.52,9.86
-1.1,-0.41,9.8
-1.17,-0.5,9.97
-1.25,-0.48,9.75
-1.36,-0.53,9.81
-1.4,-0.49,10.0
-1.52,-0.46,9.93
-1.26,-0.5,9.89
-1.21,-0.47,9.9
-1.22,-0.47,9.96
-1.18,-0.56,9.93
-1.25,-0.52,9.9
-1.29,-0.45,9.95
-1.33,-0.44,9.94
-1.21,-0.47,9.82
-1.21,-0.49,9.74
-1.25,-0.5,9.9
-1.28,-0.5,9.94
-1.37,-0.49,9.9
-1.35,-0.46,9.93
-1.37,-0.46,9.93
-1.32,-0.52,9.91
-1.23,-0.53,9.88
-1.25,-0.5,9.9
-1.15,-0.47,9.91
-1.2,-0.49,9.88
-1.2,-0.46,9.91
-1.28,-0.48,9.9
-1.26,-0.53,9.94
-1.28,-0.5,9.9
-1.31,-0.47,9.89
-1.27,-0.49,9.89
-1.3,-0.49,9.95
-1.28,-0.5,9.94
-1.26,-0.46,9.84
-1.21,-0.52,9.9
-1.23,-0.51,9.9
-1.26,-0.48,9.9
-1.3,-0.5,9.94
-1.38,-0.5,9.91
-1.3,-0.48,9.88
-1.29,-0.48,9.86
-1.2,-0.46,9.9
-1.18,-0.5,9.89
-1.21,-0.46,9.9
-1.3,-0.48,9.92
-1.29,-0.5,9.93
-1.36,-0.54,9.89
-1.3,-0.5,9.88
-1.25,-0.49,9.87
-1.17,-0.48,9.86
-1.25,-0.44,9.85
-1.27,-0.47,9.86
-1.28,-0.48,9.85
-1.29,-0.49,9.91
-1.31,-0.46,9.9
-1.27,-0.46,9.95
-1.26,-0.49,9.99
-1.28,-0.41,9.67
-1.31,-0.58,10.02
-1.25,-0.48,10.11
-1.25,-0.39,9.72
-1.23,-0.48,9.75
-1.23,-0.44,9.92
-1.28,-0.47,10.02
-1.19,-0.5,9.92
-1.21,-0.48,9.93
-1.13,-0.46,9.96
-1.12,-0.47,9.9
-1.15,-0.47,9.9
-1.17,-0.46,9.88
-1.26,-0.45,9.94
-1.31,-0.47,9.93
-1.32,-0.52,9.9
-1.3,-0.52,9.93
-1.29,-0.46,9.86
-1.31,-0.43,9.85
-1.28,-0.42,9.9
-1.33,-0.44,9.92
-1.3,-0.43,9.96
-1.28,-0.47,9.95
-1.25,-0.5,9.92
-1.2,-0.47,9.95
-1.17,-0.41,9.87
-1.21,-0.41,9.91
-1.22,-0.48,9.9
-1.25,-0.47,9.75
-1.33,-0.52,9.84
-1.28,-0.48,10.01
-1.21,-0.46,9.92
-1.21,-0.44,9.88
-1.1,-0.46,9.91
-1.09,-0.45,9.93
-1.17,-0.52,9.95
-1.23,-0.44,9.9
-1.26,-0.49,9.91
-1.34,-0.44,9.92
-1.39,-0.41,9.84
-1.36,-0.45,9.85
-1.32,-0.49,9.89
-1.24,-0.45,9.92
-1.25,-0.48,9.92
-1.19,-0.44,9.91
-1.15,-0.46,9.88
-1.24,-0.48,9.89
-1.25,-0.45,9.88
-1.3,-0.38,9.86
-1.21,-0.41,9.89
-1.24,-0.44,9.9
-1.21,-0.46,9.92
-1.23,-0.43,9.98
-1.22,-0.45,9.95
-1.24,-0.46,9.89
-1.26,-0.48,9.81
-1.24,-0.48,9.86
-1.27,-0.5,9.9
-1.28,-0.48,9.89
-1.24,-0.46,9.94
-1.27,-0.46,9.92
-1.24,-0.51,9.92
-1.2,-0.45,9.89
-1.17,-0.5,9.86
-1.26,-0.47,9.86
-1.29,-0.51,9.87
-1.27,-0.46,9.9
-1.31,-0.5,9.87
-1.27,-0.5,9.92
-1.25,-0.47,9.9
-1.23,-0.51,9.86
-1.16,-0.47,9.8
-1.19,-0.44,9.84
-1.25,-0.46,9.86
-1.26,-0.47,9.85
-1.36,-0.45,9.9
-1.31,-0.48,9.96
-1.27,-0.46,9.89
-1.25,-0.41,9.9
-1.22,-0.49,9.99
-1.24,-0.49,9.9
-1.25,-0.4,9.7
-1.25,-0.52,10.13
-1.19,-0.42,10.05
-1.25,-0.39,9.72
-1.31,-0.55,9.79
-1.33,-0.43,10.01
-1.28,-0.51,10.01
-1.2,-0.46,9.85
-1.18,-0.43,9.86
-1.15,-0.42,9.97
-1.13,-0.52,9.9
-1.18,-0.53,9.94
-1.16,-0.47,9.97
-1.2,-0.51,9.9
-1.25,-0.56,9.9
-1.29,-0.48,9.9
-1.29,-0.4,9.9
-1.23,-0.43,9.86
-1.24,-0.46,9.92
-1.26,-0.45,9.94
-1.26,-0.47,9.96
-1.31,-0.46,9.91
-1.29,-0.49,9.97
-1.29,-0.49,9.93
-1.21,-0.46,9.9
-1.17,-0.46,9.85
-1.1,-0.41,9.9
-1.16,-0.48,9.9
-1.19,-0.46,9.79
-1.26,-0.48,9.95
-1.3,-0.4,10.06
-1.25,-0.42,9.85
-1.21,-0.48,9.86
-1.19,-0.5,9.93
-1.22,-0.47,9.95
-1.25,-0.51,9.9
-1.31,-0.52,9.85
-1.3,-0.46,9.9
-1.3,-0.42,9.9
-1.25,-0.47,9.86
-1.21,-0.55,9.88
-1.25,-0.54,9.93
-1.26,-0.49,9.9
-1.3,-0.44,9.88
-1.3,-0.41,9.89
-1.31,-0.49,9.98
-1.28,-0.52,9.91
-1.27,-0.5,9.85
-1.2,-0.47,9.88
-1.21,-0.42,9.9
-1.19,-0.42,9.88
-1.14,-0.44,9.89
-1.24,-0.51,9.99
-1.29,-0.53,9.94
-1.29,-0.55,9.9
-1.26,-0.5,9.89
-1.28,-0.52,9.9
-1.2,-0.43,9.9
-1.25,-0.4,9.9
-1.29,-0.45,9.9
-1.39,-0.54,9.9
-1.35,-0.55,9.9
-1.25,-0.52,9.96
-1.17,-0.47,9.9
-1.21,-0.49,9.88
-1.2,-0.47,9.91
-1.3,-0.49,9.88
-1.25,-0.47,9.91
-1.29,-0.5,9.95
-1.29,-0.51,9.96
-1.25,-0.49,9.9
-1.15,-0.47,9.92
-1.18,-0.44,9.83
-1.21,-0.53,9.89
-1.23,-0.48,9.94
-1.25,-0.47,9.92
-1.26,-0.46,9.81
-1.3,-0.48,9.82
-1.28,-0.44,9.91
-1.28,-0.5,10.02
-1.32,-0.53,9.98
-1.28,-0.43,9.7
-1.25,-0.53,10.03
-1.14,-0.42,10.05
-1.17,-0.39,9.77
-1.23,-0.56,9.87
-1.27,-0.49,9.94
-1.29,-0.53,10.03
-1.25,-0.43,9.8
-1.2,-0.47,9.87
-1.17,-0.47,9.85
-1.2,-0.45,9.9
-1.18,-0.51,9.94
-1.25,-0.55,9.95
-1.21,-0.52,9.94
-1.25,-0.48,9.89
-1.25,-0.45,9.9
-1.2,-0.45,9.86
-1.14,-0.45,9.92
-1.25,-0.48,9.9
-1.3,-0.47,9.92
-1.34,-0.48,9.88
-1.33,-0.46,9.93
-1.26,-0.49,9.96
-1.19,-0.48,9.91
-1.13,-0.39,9.94
-1.15,-0.43,9.75
-1.15,-0.44,9.86
-1.27,-0.51,9.99
-1.34,-0.46,9.77
-1.33,-0.46,9.8
-1.28,-0.42,10.06
-1.25,-0.43,9.92
-1.17,-0.47,9.88
-1.12,-0.49,9.89
-1.13,-0.51,9.98
-1.19,-0.52,9.91
-1.31,-0.5,9.93
-1.39,-0.41,9.94
-1.31,-0.42,9.95
-1.29,-0.42,9.8
-1.25,-0.49,9.73
-1.25,-0.5,9.77
-1.22,-0.52,9.9
-1.21,-0.49,9.96
-1.18,-0.46,9.95
-1.14,-0.44,9.96
-1.15,-0.41,9.9
-1.26,-0.47,9.87
-1.36,-0.51,9.84
-1.31,-0.44,9.93
-1.24,-0.51,9.98
-1.23,-0.44,9.91
-1.18,-0.39,9.98
-1.2,-0.41,9.98
-1.22,-0.45,9.9
-1.24,-0.48,9.86
-1.3,-0.49,9.83
-1.23,-0.52,9.87
-1.23,-0.44,9.9
-1.25,-0.45,9.83
-1.23,-0.48,9.92
-1.28,-0.46,9.93
-1.28,-0.46,9.92
-1.21,-0.5,9.93
-1.15,-0.43,9.9
-1.14,-0.49,9.87
-1.25,-0.43,9.85
-1.32,-0.44,9.82
-1.3,-0.46,9.93
-1.33,-0.5,9.9
-1.31,-0.45,9.96
-1.25,-0.44,9.94
-1.25,-0.44,9.92
-1.15,-0.46,9.88
-1.11,-0.46,9.89
-1.15,-0.47,9.89
-1.16,-0.43,9.87
-1.22,-0.47,9.89
-1.29,-0.44,9.9
-1.26,-0.45,9.86
-1.31,-0.45,9.84
-1.28,-0.52,9.94
-1.31,-0.39,9.97
-1.24,-0.45,9.96
-1.18,-0.39,9.77
-1.1,-0.48,10.04
-1.16,-0.36,10.06
-1.22,-0.45,9.81
-1.29,-0.49,9.84
-1.32,-0.47,9.97
-1.3,-0.54,9.93
-1.27,-0.47,9.92
-1.23,-0.38,9.89
-1.15,-0.46,9.92
-1.11,-0.47,10.03
-1.06,-0.47,9.9
-1.06,-0.44,9.92
-1.17,-0.42,9.87
-1.27,-0.48,9.9
-1.3,-0.47,9.9
